year,quarter,date,newspapers,mood,detrending,val
2008,2,2008 Q2,without Los Angeles Times,neutral,none,98.92455590889628
2008,3,2008 Q3,without Los Angeles Times,neutral,none,99.18636816109347
2008,4,2008 Q4,without Los Angeles Times,neutral,none,99.43246816971791
2009,1,2009 Q1,without Los Angeles Times,neutral,none,99.56812334390825
2009,2,2009 Q2,without Los Angeles Times,neutral,none,99.11329810380803
2009,3,2009 Q3,without Los Angeles Times,neutral,none,99.06691094245141
2009,4,2009 Q4,without Los Angeles Times,neutral,none,98.90448123491926
2010,1,2010 Q1,without Los Angeles Times,neutral,none,99.1551696429812
2010,2,2010 Q2,without Los Angeles Times,neutral,none,98.83096935965617
2010,3,2010 Q3,without Los Angeles Times,neutral,none,98.7590492511924
2010,4,2010 Q4,without Los Angeles Times,neutral,none,98.70226504661096
2011,1,2011 Q1,without Los Angeles Times,neutral,none,98.58282018218301
2011,2,2011 Q2,without Los Angeles Times,neutral,none,98.59119463951886
2011,3,2011 Q3,without Los Angeles Times,neutral,none,98.81889843510208
2011,4,2011 Q4,without Los Angeles Times,neutral,none,98.48429066369322
2012,1,2012 Q1,without Los Angeles Times,neutral,none,98.43219097883772
2012,2,2012 Q2,without Los Angeles Times,neutral,none,98.61222589695484
2012,3,2012 Q3,without Los Angeles Times,neutral,none,98.50139677388918
2012,4,2012 Q4,without Los Angeles Times,neutral,none,98.40117196317081
2013,1,2013 Q1,without Los Angeles Times,neutral,none,98.29567033799715
2013,2,2013 Q2,without Los Angeles Times,neutral,none,98.37500183112645
2013,3,2013 Q3,without Los Angeles Times,neutral,none,98.54876341909517
2013,4,2013 Q4,without Los Angeles Times,neutral,none,98.38753387583617
2014,1,2014 Q1,without Los Angeles Times,neutral,none,98.3489505920518
2014,2,2014 Q2,without Los Angeles Times,neutral,none,98.47032900128265
2014,3,2014 Q3,without Los Angeles Times,neutral,none,98.41605964428337
2014,4,2014 Q4,without Los Angeles Times,neutral,none,98.25529245279841
2015,1,2015 Q1,without Los Angeles Times,neutral,none,98.27517085588536
2015,2,2015 Q2,without Los Angeles Times,neutral,none,98.26324024618756
2015,3,2015 Q3,without Los Angeles Times,neutral,none,98.41031485026119
2015,4,2015 Q4,without Los Angeles Times,neutral,none,98.03517521486964
2016,1,2016 Q1,without Los Angeles Times,neutral,none,98.20176689744252
2016,2,2016 Q2,without Los Angeles Times,neutral,none,98.27871449436662
2016,3,2016 Q3,without Los Angeles Times,neutral,none,98.15769832702092
2016,4,2016 Q4,without Los Angeles Times,neutral,none,98.36460008614812
1889,1,1889 Q1,without Los Angeles Times,positive,none,99.44030720690772
1889,2,1889 Q2,without Los Angeles Times,positive,none,99.3934429723235
1889,3,1889 Q3,without Los Angeles Times,positive,none,99.15060990872529
1889,4,1889 Q4,without Los Angeles Times,positive,none,99.21130384245703
1890,1,1890 Q1,without Los Angeles Times,positive,none,99.21909234842211
1890,2,1890 Q2,without Los Angeles Times,positive,none,99.5652664759716
1890,3,1890 Q3,without Los Angeles Times,positive,none,99.42945335274311
1890,4,1890 Q4,without Los Angeles Times,positive,none,99.14716166266038
1891,1,1891 Q1,without Los Angeles Times,positive,none,99.7732781485769
1891,2,1891 Q2,without Los Angeles Times,positive,none,99.4780026062014
1891,3,1891 Q3,without Los Angeles Times,positive,none,99.96513342190646
1891,4,1891 Q4,without Los Angeles Times,positive,none,99.33458953299653
1892,1,1892 Q1,without Los Angeles Times,positive,none,99.55153594989817
1892,2,1892 Q2,without Los Angeles Times,positive,none,99.38399257710762
1892,3,1892 Q3,without Los Angeles Times,positive,none,99.51091242662525
1892,4,1892 Q4,without Los Angeles Times,positive,none,99.23567010566512
1893,1,1893 Q1,without Los Angeles Times,positive,none,99.37559700693723
1893,2,1893 Q2,without Los Angeles Times,positive,none,99.87705578533085
1893,3,1893 Q3,without Los Angeles Times,positive,none,100.2400682532621
1893,4,1893 Q4,without Los Angeles Times,positive,none,99.2047950793806
1894,1,1894 Q1,without Los Angeles Times,positive,none,99.62257072391465
1894,2,1894 Q2,without Los Angeles Times,positive,none,100.01223806030923
1894,3,1894 Q3,without Los Angeles Times,positive,none,99.31552842625749
1894,4,1894 Q4,without Los Angeles Times,positive,none,99.23311521160299
1895,1,1895 Q1,without Los Angeles Times,positive,none,99.39803243545157
1895,2,1895 Q2,without Los Angeles Times,positive,none,99.52713357247532
1895,3,1895 Q3,without Los Angeles Times,positive,none,99.04566062101311
1895,4,1895 Q4,without Los Angeles Times,positive,none,99.18120109213258
1896,1,1896 Q1,without Los Angeles Times,positive,none,99.33380772739494
1896,2,1896 Q2,without Los Angeles Times,positive,none,99.90747073240074
1896,3,1896 Q3,without Los Angeles Times,positive,none,100.90631585124733
1896,4,1896 Q4,without Los Angeles Times,positive,none,99.85945550451747
1897,1,1897 Q1,without Los Angeles Times,positive,none,99.21971554416703
1897,2,1897 Q2,without Los Angeles Times,positive,none,99.17117517595295
1897,3,1897 Q3,without Los Angeles Times,positive,none,100.2804300074456
1897,4,1897 Q4,without Los Angeles Times,positive,none,99.3275271042013
1898,1,1898 Q1,without Los Angeles Times,positive,none,99.40920582863612
1898,2,1898 Q2,without Los Angeles Times,positive,none,98.91287671363162
1898,3,1898 Q3,without Los Angeles Times,positive,none,99.10624358817618
1898,4,1898 Q4,without Los Angeles Times,positive,none,99.12795949949543
1899,1,1899 Q1,without Los Angeles Times,positive,none,98.79260177156713
1899,2,1899 Q2,without Los Angeles Times,positive,none,98.90039894311491
1899,3,1899 Q3,without Los Angeles Times,positive,none,98.74122858883305
1899,4,1899 Q4,without Los Angeles Times,positive,none,99.44787570297356
1900,1,1900 Q1,without Los Angeles Times,positive,none,98.6469740848203
1900,2,1900 Q2,without Los Angeles Times,positive,none,98.58184728641237
1900,3,1900 Q3,without Los Angeles Times,positive,none,98.5513780022768
1900,4,1900 Q4,without Los Angeles Times,positive,none,98.81470497323747
1901,1,1901 Q1,without Los Angeles Times,positive,none,98.716072521838
1901,2,1901 Q2,without Los Angeles Times,positive,none,99.02930153274617
1901,3,1901 Q3,without Los Angeles Times,positive,none,99.03576189773298
1901,4,1901 Q4,without Los Angeles Times,positive,none,99.1586046194428
1902,1,1902 Q1,without Los Angeles Times,positive,none,98.74526001089428
1902,2,1902 Q2,without Los Angeles Times,positive,none,98.56122042564097
1902,3,1902 Q3,without Los Angeles Times,positive,none,98.70478744127934
1902,4,1902 Q4,without Los Angeles Times,positive,none,98.63062482325799
1903,1,1903 Q1,without Los Angeles Times,positive,none,98.66186042435248
1903,2,1903 Q2,without Los Angeles Times,positive,none,98.48654986623566
1903,3,1903 Q3,without Los Angeles Times,positive,none,98.61906562996137
1903,4,1903 Q4,without Los Angeles Times,positive,none,98.68299837625568
1904,1,1904 Q1,without Los Angeles Times,positive,none,98.24545297784869
1904,2,1904 Q2,without Los Angeles Times,positive,none,98.5971556678237
1904,3,1904 Q3,without Los Angeles Times,positive,none,98.58890297142673
1904,4,1904 Q4,without Los Angeles Times,positive,none,98.84261231238658
1905,1,1905 Q1,without Los Angeles Times,positive,none,98.5711678654657
1905,2,1905 Q2,without Los Angeles Times,positive,none,98.78081386302148
1905,3,1905 Q3,without Los Angeles Times,positive,none,98.98232958289375
1905,4,1905 Q4,without Los Angeles Times,positive,none,99.23672476830424
1906,1,1906 Q1,without Los Angeles Times,positive,none,98.66297672458813
1906,2,1906 Q2,without Los Angeles Times,positive,none,98.83296931232482
1906,3,1906 Q3,without Los Angeles Times,positive,none,99.04402829297479
1906,4,1906 Q4,without Los Angeles Times,positive,none,99.21281482427356
1907,1,1907 Q1,without Los Angeles Times,positive,none,98.61751230988324
1907,2,1907 Q2,without Los Angeles Times,positive,none,98.49622024032648
1907,3,1907 Q3,without Los Angeles Times,positive,none,98.28209097251178
1907,4,1907 Q4,without Los Angeles Times,positive,none,99.34853801563061
1908,1,1908 Q1,without Los Angeles Times,positive,none,98.75485183003673
1908,2,1908 Q2,without Los Angeles Times,positive,none,98.7927981135057
1908,3,1908 Q3,without Los Angeles Times,positive,none,98.38298766421181
1908,4,1908 Q4,without Los Angeles Times,positive,none,98.73556910529825
1909,1,1909 Q1,without Los Angeles Times,positive,none,99.10129098574377
1909,2,1909 Q2,without Los Angeles Times,positive,none,99.17586166842685
1909,3,1909 Q3,without Los Angeles Times,positive,none,98.95281459277021
1909,4,1909 Q4,without Los Angeles Times,positive,none,99.04036614707367
1910,1,1910 Q1,without Los Angeles Times,positive,none,98.99834552767037
1910,2,1910 Q2,without Los Angeles Times,positive,none,99.12051097897582
1910,3,1910 Q3,without Los Angeles Times,positive,none,98.77433793753261
1910,4,1910 Q4,without Los Angeles Times,positive,none,98.91550027811843
1911,1,1911 Q1,without Los Angeles Times,positive,none,99.0866370117215
1911,2,1911 Q2,without Los Angeles Times,positive,none,98.88398895138339
1911,3,1911 Q3,without Los Angeles Times,positive,none,98.73211459702232
1911,4,1911 Q4,without Los Angeles Times,positive,none,99.01671778293979
1912,1,1912 Q1,without Los Angeles Times,positive,none,98.7215237811293
1912,2,1912 Q2,without Los Angeles Times,positive,none,98.91624409341408
1912,3,1912 Q3,without Los Angeles Times,positive,none,98.80188471252748
1912,4,1912 Q4,without Los Angeles Times,positive,none,99.1398802354263
1913,1,1913 Q1,without Los Angeles Times,positive,none,99.37091305439561
1913,2,1913 Q2,without Los Angeles Times,positive,none,99.30815708194262
1913,3,1913 Q3,without Los Angeles Times,positive,none,99.26850929895916
1913,4,1913 Q4,without Los Angeles Times,positive,none,99.36903397747041
1914,1,1914 Q1,without Los Angeles Times,positive,none,99.38226542928065
1914,2,1914 Q2,without Los Angeles Times,positive,none,99.32004933063286
1914,3,1914 Q3,without Los Angeles Times,positive,none,99.58965465256088
1914,4,1914 Q4,without Los Angeles Times,positive,none,100.08233281226615
1915,1,1915 Q1,without Los Angeles Times,positive,none,99.85370485389242
1915,2,1915 Q2,without Los Angeles Times,positive,none,99.45262096711468
1915,3,1915 Q3,without Los Angeles Times,positive,none,99.99815815016494
1915,4,1915 Q4,without Los Angeles Times,positive,none,99.98347776842462
1916,1,1916 Q1,without Los Angeles Times,positive,none,99.54457842865338
1916,2,1916 Q2,without Los Angeles Times,positive,none,99.47693657565506
1916,3,1916 Q3,without Los Angeles Times,positive,none,99.46685490245198
1916,4,1916 Q4,without Los Angeles Times,positive,none,99.63957286439455
1917,1,1917 Q1,without Los Angeles Times,positive,none,99.94868387276122
1917,2,1917 Q2,without Los Angeles Times,positive,none,100.78916279602012
1917,3,1917 Q3,without Los Angeles Times,positive,none,99.88020139018153
1917,4,1917 Q4,without Los Angeles Times,positive,none,101.56605774043881
1918,1,1918 Q1,without Los Angeles Times,positive,none,100.1782057096883
1918,2,1918 Q2,without Los Angeles Times,positive,none,100.96329980397769
1918,3,1918 Q3,without Los Angeles Times,positive,none,100.575718899387
1918,4,1918 Q4,without Los Angeles Times,positive,none,101.19152381782467
1919,1,1919 Q1,without Los Angeles Times,positive,none,100.9576377640958
1919,2,1919 Q2,without Los Angeles Times,positive,none,101.45025498314779
1919,3,1919 Q3,without Los Angeles Times,positive,none,100.62302654852118
1919,4,1919 Q4,without Los Angeles Times,positive,none,101.0974095104734
1920,1,1920 Q1,without Los Angeles Times,positive,none,101.085358186033
1920,2,1920 Q2,without Los Angeles Times,positive,none,100.6804117756044
1920,3,1920 Q3,without Los Angeles Times,positive,none,100.43769667623104
1920,4,1920 Q4,without Los Angeles Times,positive,none,100.31368464322044
1921,1,1921 Q1,without Los Angeles Times,positive,none,100.29101896508791
1921,2,1921 Q2,without Los Angeles Times,positive,none,100.65749869382411
1921,3,1921 Q3,without Los Angeles Times,positive,none,100.85034914313847
1921,4,1921 Q4,without Los Angeles Times,positive,none,100.40130264283596
1922,1,1922 Q1,without Los Angeles Times,positive,none,100.4203419600187
1922,2,1922 Q2,without Los Angeles Times,positive,none,100.34343720220424
1922,3,1922 Q3,without Los Angeles Times,positive,none,99.95913501696002
1922,4,1922 Q4,without Los Angeles Times,positive,none,100.2180436309574
1923,1,1923 Q1,without Los Angeles Times,positive,none,99.92226704526634
1923,2,1923 Q2,without Los Angeles Times,positive,none,99.63540124787622
1923,3,1923 Q3,without Los Angeles Times,positive,none,99.87093233452525
1923,4,1923 Q4,without Los Angeles Times,positive,none,99.85250490546187
1924,1,1924 Q1,without Los Angeles Times,positive,none,100.19599786389074
1924,2,1924 Q2,without Los Angeles Times,positive,none,99.82115329486818
1924,3,1924 Q3,without Los Angeles Times,positive,none,99.74122207306013
1924,4,1924 Q4,without Los Angeles Times,positive,none,100.11219309066495
1925,1,1925 Q1,without Los Angeles Times,positive,none,100.18239307384998
1925,2,1925 Q2,without Los Angeles Times,positive,none,100.0759912002946
1925,3,1925 Q3,without Los Angeles Times,positive,none,99.70741013008168
1925,4,1925 Q4,without Los Angeles Times,positive,none,99.99372260127694
1926,1,1926 Q1,without Los Angeles Times,positive,none,100.109369326478
1926,2,1926 Q2,without Los Angeles Times,positive,none,100.16455178313892
1926,3,1926 Q3,without Los Angeles Times,positive,none,99.93495369897369
1926,4,1926 Q4,without Los Angeles Times,positive,none,100.02217462868383
1927,1,1927 Q1,without Los Angeles Times,positive,none,100.2778931617897
1927,2,1927 Q2,without Los Angeles Times,positive,none,100.46600391915022
1927,3,1927 Q3,without Los Angeles Times,positive,none,99.93469171926736
1927,4,1927 Q4,without Los Angeles Times,positive,none,100.34704870185803
1928,1,1928 Q1,without Los Angeles Times,positive,none,100.5633508306214
1928,2,1928 Q2,without Los Angeles Times,positive,none,99.93019331117375
1928,3,1928 Q3,without Los Angeles Times,positive,none,100.23031036827139
1928,4,1928 Q4,without Los Angeles Times,positive,none,100.32914741435292
1929,1,1929 Q1,without Los Angeles Times,positive,none,100.92941389031677
1929,2,1929 Q2,without Los Angeles Times,positive,none,100.31890572267065
1929,3,1929 Q3,without Los Angeles Times,positive,none,100.2212917031459
1929,4,1929 Q4,without Los Angeles Times,positive,none,100.63236125539217
1930,1,1930 Q1,without Los Angeles Times,positive,none,100.51472515741378
1930,2,1930 Q2,without Los Angeles Times,positive,none,100.3381287752297
1930,3,1930 Q3,without Los Angeles Times,positive,none,100.25591977459841
1930,4,1930 Q4,without Los Angeles Times,positive,none,100.24353323385483
1931,1,1931 Q1,without Los Angeles Times,positive,none,100.5384860180786
1931,2,1931 Q2,without Los Angeles Times,positive,none,100.53716823899508
1931,3,1931 Q3,without Los Angeles Times,positive,none,100.49540943893169
1931,4,1931 Q4,without Los Angeles Times,positive,none,101.16575899992199
1932,1,1932 Q1,without Los Angeles Times,positive,none,101.06563325052491
1932,2,1932 Q2,without Los Angeles Times,positive,none,101.13870788940318
1932,3,1932 Q3,without Los Angeles Times,positive,none,101.72738860811353
1932,4,1932 Q4,without Los Angeles Times,positive,none,101.34594499500403
1933,1,1933 Q1,without Los Angeles Times,positive,none,101.67737733451816
1933,2,1933 Q2,without Los Angeles Times,positive,none,101.62258192091345
1933,3,1933 Q3,without Los Angeles Times,positive,none,101.62333078998479
1933,4,1933 Q4,without Los Angeles Times,positive,none,102.02446933484674
1934,1,1934 Q1,without Los Angeles Times,positive,none,101.8697425612273
1934,2,1934 Q2,without Los Angeles Times,positive,none,101.07055846172715
1934,3,1934 Q3,without Los Angeles Times,positive,none,100.87290581799653
1934,4,1934 Q4,without Los Angeles Times,positive,none,101.04500934640953
1935,1,1935 Q1,without Los Angeles Times,positive,none,101.24138901189531
1935,2,1935 Q2,without Los Angeles Times,positive,none,101.07582907673311
1935,3,1935 Q3,without Los Angeles Times,positive,none,101.17959268282306
1935,4,1935 Q4,without Los Angeles Times,positive,none,101.25934301324085
1936,1,1936 Q1,without Los Angeles Times,positive,none,100.70535575431325
1936,2,1936 Q2,without Los Angeles Times,positive,none,100.73560756787795
1936,3,1936 Q3,without Los Angeles Times,positive,none,100.73071293864093
1936,4,1936 Q4,without Los Angeles Times,positive,none,100.85019997418142
1937,1,1937 Q1,without Los Angeles Times,positive,none,100.73291352131267
1937,2,1937 Q2,without Los Angeles Times,positive,none,100.61681811374966
1937,3,1937 Q3,without Los Angeles Times,positive,none,100.48267686402724
1937,4,1937 Q4,without Los Angeles Times,positive,none,100.35739799354975
1938,1,1938 Q1,without Los Angeles Times,positive,none,100.5961178235089
